time,opening_price,closing_price,high,low,volume,opening_price_log_return,closing_price_log_return,high_log_return,low_log_return
1700272800000,36424.55008343973,36462.474379591884,36416.85564500343,36424.394584639835,110355038.23758136,,,,
1700276400000,36426.56889000914,36440.97245524874,36367.420247948234,36390.46841427319,132780576.98704925,5.5422801965810016e-05,-0.0005898740292849129,-0.0013584089159511992,-0.0009318474669683714
1700280000000,36388.01372912229,36441.35081064945,36373.4749669875,36378.59821555788,110172152.6419867,-0.001058995687490958,1.0382638306658641e-05,0.0001664735919282376,-0.00032624298676183454
1700283600000,36396.231319211685,36398.66575351551,36321.41292355534,36347.49332670229,161047527.00695962,0.0002258068382478534,-0.0011720223040444261,-0.0014323442498863613,-0.0008553983884628253
1700287200000,36347.50782596634,36378.63344813994,36272.38264927716,36272.38264927716,171596151.6435072,-0.0013395929630269103,-0.0005505097358994026,-0.001350811907456199,-0.002068599077030382
1700290800000,36272.07849385636,36439.42659211847,36223.84571392289,36416.06658827949,297241685.1281591,-0.0020773833357902766,0.0016697274843394429,-0.001339019800126002,0.003953423897537519
1700294400000,36423.58989859272,36489.18472845499,36401.81541327483,36457.307660475606,154660223.4956306,0.004168381073252001,0.001364571274744907,0.004901024040983431,0.001131855825919609
1700298000000,36460.11175056313,36460.11175056313,36404.12982299839,36411.92559872771,104980654.88924192,0.0010021953935073409,-0.0007970736068567119,6.357749265729454e-05,-0.0012455755491164353
1700301600000,36403.69615443808,36488.53306849645,36403.69615443808,36488.53306849645,124960019.73176415,-0.001548522072081095,0.0007792144581130493,-1.1912690826477219e-05,0.002101701398541957
1700305200000,36484.05141835038,36534.94441919859,36415.04759683631,36416.904304296935,155700795.387768,0.002204905464713232,0.001271135217004464,0.00031177254386452696,-0.001964977917370614
1700308800000,36418.25998235347,36488.91083542609,36402.358387308064,36472.382353232635,124711595.60450557,-0.0018049209303182005,-0.001260782239168089,-0.00034852133182145965,0.001522255524586587
1700312400000,36464.78697553207,36488.60612641159,36379.46356525085,36444.58292642362,210804420.55945477,0.0012767578042072994,-8.350764103417701e-06,-0.000629135742914063,-0.0007624954782271327
1700316000000,36445.1154130652,36550.15378003102,36431.79468356813,36529.91353264842,221633461.31824717,-0.0005396129277298508,0.00168534263907247,0.001437446037512865,0.0023386429302422675
1700319600000,36523.49095570866,36692.749374717525,36513.425196710596,36678.760884757794,389393085.7751826,0.002148199799451495,0.003893777245524898,0.0022381328715440074,0.004066391268514849
1700323200000,36677.72709835802,36850.39716075366,36672.99981703349,36696.92057099019,397990647.50405216,0.004214038372440598,0.004287225524892678,0.00436077792214978,0.0004949783427663634
1700326800000,36690.773653919714,36699.660881386495,36626.33554789703,36643.310530719275,231057522.90705785,0.00035564460403134817,-0.004098881616706878,-0.0012732523482883473,-0.001461954755637796
1700330400000,36644.522628750965,36762.43771251937,36632.947328286136,36734.67660103931,169139339.22913462,-0.0012613579993645094,0.001709094828909189,0.00018050355251857632,0.0024902868314829055
1700334000000,36736.019297393796,36790.94923422789,36679.06596894899,36699.08864965725,159005126.24274907,0.00249375961687006,0.0007752606459082082,0.001258147053183177,-0.0009692531506906701
