time,opening_price,closing_price,high,low,volume,opening_price_log_return,closing_price_log_return,high_log_return,low_log_return
1700380800000,1962.8634205229866,1967.232220895087,1959.8309885474184,1960.1357210754209,86394527.21587656,-0.00021798469019187696,0.0006618694237779716,-0.001179247123369876,-0.001326069755634243
1700384400000,1959.6737882953796,1965.6767460160954,1958.2184948983615,1963.9196619143108,72875452.11716756,-0.0016263111148847697,-0.0007910048125608452,-0.000823110451723458,0.0019285874649685253
1700388000000,1963.9374202481008,1964.668450284208,1959.3426263678496,1959.3426263678496,65719246.543553546,0.0021733211596739748,-0.0005130825429564916,0.0005738935350562639,-0.0023332814819224763
1700391600000,1959.2713189740746,1959.2713189740746,1947.8193944285363,1952.7436580730043,129663124.43167873,-0.0023787179242132635,-0.0027508754114419737,-0.0058985346849368065,-0.003373634461942253
1700395200000,1952.8534963141096,1954.5770299069588,1946.250699976218,1953.9361223295507,98580814.20767368,-0.003280993690263875,-0.0023988110420703713,-0.0008056837700118179,0.0006104745515933916
1700398800000,1953.8502255369276,1956.2479079180637,1952.107205439741,1953.9042963230802,63197337.09419381,0.00051026610432205,0.0008544888300216285,0.0030046034825359225,-1.628828358461375e-05
1700402400000,1953.9026590996127,1956.72411307577,1949.279042066614,1954.5626631829932,92408432.12537774,2.6835659385986513e-05,0.00024339819324152137,-0.0014498251078486485,0.00033689263486724145
1700406000000,1954.533271677905,1969.6083856692712,1951.5011008808,1967.8219245281737,160917852.19866168,0.00032269306440400956,0.006563029924234545,0.0011392895641926977,0.00676084231633105
1700409600000,1966.784887116836,1976.636424838249,1966.7376732850757,1969.5250180745222,173013520.45223787,0.006248743309415526,0.0035618908288183354,0.007777294893308772,0.0008650970703830764
1700413200000,1969.6239617022295,1979.9808741274323,1969.1578980134427,1974.102414234065,114887490.8527842,0.001442469614670009,0.0016905603109971044,0.0012298217722326802,0.002321415140620014
1700416800000,1973.094475386383,1982.4177845413653,1972.9521399107837,1979.794573043278,147599077.78091368,0.0017604678781211406,0.0012300179417050663,0.001924980800883632,0.0028792670926664626
1700420400000,1979.6881499928015,1986.0744626015987,1975.9238215503892,1985.0477898160739,110032075.60080971,0.0033362222753781086,0.0018428556073111016,0.0015050775104491331,0.0026499009877424644
1700424000000,1985.262619700994,1988.6211537441898,1977.676335667486,1985.9487112191678,159957657.99307945,0.0028118752059901556,0.0012814523359302216,0.0008865409561866957,0.000453750799486545
1700427600000,1985.9412744280883,1987.040221205341,1980.4780234419716,1983.589314778961,100467426.33466916,0.0003417879070396406,-0.000795305471507224,0.0014156538569231616,-0.001188751286723335
1700431200000,1983.6509284922997,1985.1397262663504,1977.2851622644353,1981.3702115325284,74866625.54224159,-0.0011539453288192446,-0.0009569028136390805,-0.001613467870804585,-0.0011193574428241964
1700434800000,1981.7932338198616,2016.1779170224397,1981.7802607531999,2013.0669602679468,488052373.2072021,-0.0009369416046723275,0.01551429607839925,0.002270788653405259,0.015870778629549866
1700438400000,2012.8705252143932,2012.8705252143932,1996.8886953815252,2007.4072667338085,196511798.34488255,0.015559716793918748,-0.001641773534552589,0.007594754635991535,-0.0028154376589107806
1700442000000,2006.8672510718397,2007.608716348222,2002.9295379256948,2006.934387094599,112383475.89615393,-0.00298690060888547,-0.00261750480687735,0.0030205608278960658,-0.00023559511480324952
1700445600000,2006.9285429578467,2010.3197315125801,2001.2356550145842,2010.2093928548593,99919029.92794698,3.054061001449445e-05,0.0013494593599381467,-0.0008460605047663546,0.0016305149455581884
1700449200000,2010.1542746660923,2010.467037637277,1998.2707836235818,2000.5236331932342,125101572.78938015,0.001606007417833979,7.327228884304604e-05,-0.0014826189079054323,-0.004829929306191431
1700452800000,2000.6450228807043,2004.5254060387003,1997.8465810299788,2004.5254060387003,71109241.50717263,-0.00474183268613825,-0.002959724591915864,-0.0002123073756284746,0.0019983646332466373
1700456400000,2004.8119656294575,2005.391116731822,1996.356450896262,2000.4060399941452,95487846.76835595,0.0020806336275452607,0.0004317849020824004,-0.0007461464482099457,-0.0020571475705778637
1700460000000,2000.5218707548659,2007.839885008899,1998.7350499095774,2007.5131445158004,105225720.77480647,-0.0021421917325437742,0.0012203476849037115,0.0011907608593641644,0.0035465345701064816
1700463600000,2007.8588855755647,2021.2132357634246,2001.5467575668558,2020.5805340225559,206439593.21453446,0.003660841352551301,0.006638482773315965,0.0014057550220848984,0.006488148682752311
1700467200000,2020.6553577834043,2022.1574589166894,2011.2431059387081,2018.1324496018533,258864003.41445163,0.006352970089631039,0.0004670475411373936,0.0048327311289241195,-0.0012123093324316971
1700470800000,2018.0345192981906,2038.4866700762689,2016.4694820375476,2038.04884215542,288354705.62447655,-0.0012978658589146614,0.008042713748037134,0.002595209523039808,0.009820346370547083
1700474400000,2038.1716813864828,2040.1992962804438,2032.094706898099,2037.6146132852762,233854109.5813826,0.009929143900358007,0.0008397931681695025,0.007718935263505363,-0.00021308377226643736
1700478000000,2037.679706411469,2041.8078790522195,2023.099487188013,2026.1836438105272,264823361.5595304,-0.00024140967400136564,0.000788133281470556,-0.0044364013326916515,-0.005625771212087249
1700481600000,2026.034100916194,2026.034100916194,2018.0383748391828,2020.4161503093899,161350985.67545882,-0.005731524377757108,-0.007755393289411076,-0.002504796999136604,-0.0028505400582826473
1700485200000,2020.2026301607916,2026.7853201815265,2016.0100427563743,2018.1588946184222,187871472.5490883,-0.002882418988537976,0.00037071440687696145,-0.0010056063010496642,-0.0011178477066336174
1700488800000,2017.9896898062593,2040.4602830078961,2004.7853533510668,2039.7514941528705,498071116.3100968,-0.0010960055394641827,0.0067244595927784725,-0.0055833323802836395,0.010642326351199898
1700492400000,2039.309181896863,2047.50017158278,2032.5201068401925,2043.3369341440573,384107217.85300976,0.010509301377301139,0.0034442092150109515,0.01373945571278785,0.0017562396581517026
1700496000000,2043.4623721158816,2052.21867947872,2020.7992207478533,2020.7992207478533,375881734.5757507,0.0020344962223034415,0.0023018700310032916,-0.005783368056852978,-0.01109113650395804
1700499600000,2020.9218961862161,2067.54873776867,2016.7916129829969,2057.9947799945576,620975474.7417537,-0.011091818851034708,0.007442230346597696,-0.001985148691878088,0.01823901396450297
1700503200000,2058.0089213973533,2061.6990220544285,2033.495671421455,2045.9552772988511,425773708.4928288,0.01818518083449984,-0.002833310068940409,0.008248379421767543,-0.005867292275027891
1700506800000,2045.9752685507879,2050.216429552695,2037.9375937176342,2038.2027385788451,196225576.52050558,-0.005864392637558039,-0.005585047885672194,0.0021819952676534055,-0.003796399650103561
1700510400000,2037.819967939724,2040.4021955640787,2031.645263314991,2036.6226719167569,126383079.65954399,-0.003993986465948928,-0.004798419857218478,-0.0030923736599260503,-0.0007755261058358533
1700514000000,2036.348459908074,2037.0126722481534,2019.3865826981735,2025.8255037681213,234555905.4951828,-0.0007223599719533638,-0.0016625848517187911,-0.006052145972103237,-0.005315609260796046
1700517600000,2025.973753400611,2034.3297865766797,2019.1497738392923,2025.1501245618056,132798435.74682638,-0.005107782454736101,-0.00131793681663733,-0.00011727459566847937,-0.00033344027441196495
1700521200000,2025.3887645464263,2031.3557270110455,2022.3005682895455,2022.7811868417195,157855374.37298265,-0.0002887862321176877,-0.0014630054814441648,0.0015592397886309388,-0.0011704437690699518
1700524800000,2022.7651974662176,2031.0921095952756,2019.2029980431544,2025.0246358499398,174746504.1935011,-0.0012961796770306414,-0.0001297825482283813,-0.001532880425359994,0.001108476708718656
1700528400000,2024.8954746462516,2035.5632192359735,2021.9494524894462,2033.9962026372934,127158082.67388459,0.001052596820380655,0.0021989133972410723,0.0013592433855244659,0.004420564344987379
1700532000000,2033.7296210129296,2033.7612836010624,2010.8394507575774,2012.1319416149208,123718873.19528434,0.004353277333974508,-0.0008856191003836509,-0.005509849439314854,-0.010807603250515807
1700535600000,2012.142463262709,2020.5391640954217,2011.843406900738,2020.1228124138474,115557451.3272555,-0.010671302580187765,-0.006522538994072983,0.0004991475587460878,0.0039634803588604025
1700539200000,2020.0089554810663,2020.0186442776403,2014.5966668414364,2015.636971307051,80443862.13519253,0.003901888288333087,-0.0002576475057885162,0.0013675903872369915,-0.0022230475521796754
1700542800000,2015.6785629829405,2018.2887666192883,2011.9446498356806,2014.133116935497,102853813.41117835,-0.0021460502778242433,-0.0008567340661060278,-0.0013172681865959354,-0.0007463723281656298
1700546400000,2014.523158198881,2019.4919753487393,2012.963241060794,2015.8654916822725,76363108.79163837,-0.0005733731935257555,0.0005959752854130148,0.0005061438792984559,0.0008597396782114413
1700550000000,2015.9608930545178,2015.9608930545178,2004.622320881695,2004.6289243935948,155805329.71266216,0.0007134303961190247,-0.0017500306957180872,-0.004152211338982317,-0.005589659072913489
1700553600000,2004.6113772703645,2014.1394526472554,2003.8557783603874,2013.3255444225974,135433767.40021798,-0.005645736560655573,-0.0009039182030418115,-0.00038246063053035237,0.004328886092251821
1700557200000,2013.520773490235,2015.6338367454646,2008.7907054002528,2008.803004343137,90624287.02241635,0.0044346031869440085,0.0007416715826891896,0.0024596881623586892,-0.0022488301557697186
1700560800000,2009.2120719181707,2017.5010203430986,2008.2767628880256,2014.8432815930228,106077757.79180866,-0.0021421771642994294,0.0009259217939374955,-0.0002558794538994276,0.0030023920385014793
1700564400000,2014.79975314232,2016.5310864342496,2003.6870240333687,2004.670045520488,129363641.02627246,0.0027771711706626994,-0.0004808756608110308,-0.0022880270614198243,-0.005061935098691115
1700568000000,2004.5033215867134,2012.9747966357031,2003.9200299071988,2012.3351897753232,100775230.11905536,-0.005123502203162825,-0.0017651249682196285,0.00011628179657168552,0.003816352286902865
1700571600000,2012.1795018218868,2014.8186860194933,2003.7334059498041,2004.8825446643466,137165534.5833183,0.003822153711244119,0.0009155829466134717,-9.313378041118784e-05,-0.0037103558500048237
1700575200000,2005.019437882901,2005.019437882901,1984.8955009429442,1988.819864094488,445254812.9281633,-0.0035647084590283424,-0.004875453809463206,-0.009445875017889824,-0.008044048123434747
1700578800000,1989.199989930656,1998.0907853073816,1955.253522699796,1989.378310439946,862730277.1790848,-0.007921212619788282,-0.0034616381303623736,-0.015046404232105598,0.00028075340876728116
1700582400000,1989.0154226615562,2013.998242525001,1981.8096304603187,2005.304387418346,497571321.9885686,-9.278897701125176e-05,0.007929804381028494,0.013490517921971755,0.007973680296536804
1700586000000,2004.991408446459,2016.0849649701204,1969.5312047114621,1977.095271698391,593229660.8574829,0.008000021865813065,0.0010355729766195379,-0.006214834802339943,-0.014167130347694986
1700589600000,1976.9734239315278,1980.7423444558183,1962.464043649927,1975.3636939412431,383452972.70258194,-0.014072674211531291,-0.01768579876021889,-0.003594698480141419,-0.0008762028311911187
1700593200000,1974.7224162387838,1996.5662908771744,1970.511016130672,1986.1223721658237,239838388.7430277,-0.0011392617383809327,0.007957154631409502,0.0040920593633445735,0.005431650898671834
1700596800000,1986.3371015290293,2005.9695011326714,1972.1175755524011,1993.0146848519937,312289122.8242382,0.005864450420702448,0.004698635087262829,0.0008149687312863842,0.003464228288809357
1700600400000,1993.3525160646896,1997.8598943923773,1985.31793918581,1986.5420932486873,168443022.50701725,0.0035256125359183366,-0.004050930761070479,0.006671195293463108,-0.0032529237157303396
1700604000000,1986.2774551236123,1986.6829017433247,1940.2262977671733,1943.485810162493,382905572.00969446,-0.0035556413265653113,-0.005610190446686361,-0.022974457581688843,-0.02191231559604743
1700607600000,1943.2957345708887,1953.2944845344348,1934.946605410629,1934.946605410629,432350536.34010345,-0.021876897420409592,-0.01694893813477652,-0.0027248826079566205,-0.004403438108496467
1700611200000,1933.8750847855508,1955.5737968376063,1933.8750847855508,1955.5737968376063,300076695.7014005,-0.004859558045568345,0.0011662263332697966,-0.0005539260985801659,0.010603920594716635
1700614800000,1955.7152392043545,1967.6874444211253,1954.9496613531296,1963.3246749298091,168108204.61964297,0.01123017188609447,0.006175314532598153,0.010838638537944081,0.0039556463402291775
1700618400000,1963.8306864887397,1974.962611432206,1960.695560644803,1974.0407581404538,128025394.43983223,0.004141019921817705,0.0036905001281895998,0.0029348437308155725,0.005443289352766145
1700622000000,1974.0667342635027,1979.3519097884212,1970.7873552677802,1978.6262738121327,155513098.6103319,0.005198749350322694,0.0022200055839534114,0.005133847458623697,0.0023202145243944312
1700625600000,1978.3382539574682,1988.25966075213,1977.5875074239477,1987.4772194431227,173353472.10219926,0.002161479590142446,0.004490240928091716,0.003444535595630684,0.004463302755158722
1700629200000,1987.2937330575635,1991.124726046941,1982.9952078192482,1985.0405539749736,133013285.29404709,0.004516553403428237,0.001439954280047616,0.0027307616805725306,-0.001226761420699498
1700632800000,1985.034991605706,1996.6149220886953,1985.034991605706,1994.7767428403547,154365839.14333016,-0.001137238054479864,0.0027535395963978783,0.001028109093739185,0.004892791584368478
1700636400000,1994.8053525018252,2001.1896273209575,1992.467029618907,1993.9666547820796,158549055.90455174,0.0049099359168018955,0.002288609746914853,0.003737042305887057,-0.0004061871063934325
1700640000000,1994.2768109962287,2004.113017763692,1993.7642588763283,2003.5704306927473,158156526.71381664,-0.000264994044758365,0.0014597603331889756,0.0006508550103246112,0.004804855680829728
1700643600000,2003.4279209905642,2010.2552183093917,2002.485844412456,2010.0041012308582,173465240.9054092,0.004578190032352185,0.003060110571626474,0.004364891664873144,0.0032059581789080378
1700647200000,2009.835232043627,2028.7961542112955,2004.3650346074578,2025.550056893031,299365589.91204697,0.0031930707021474176,0.009180901367516512,0.0009379886546918801,0.0077045342242599586
1700650800000,2025.5821351992113,2027.4598189749556,2015.6771344793026,2015.8702299193862,257846751.84433275,0.00780438881489471,-0.0006589008649953625,0.005627866203019922,-0.004790318648914763
1700654400000,2015.7783888279557,2024.1910104266046,2011.9615011749895,2022.8256240566873,177479389.2962844,-0.0048517154279819385,-0.0016135690834235944,-0.0018450683859807108,0.0034443797033511703
1700658000000,2022.8105911981027,2035.627128876386,2017.4136922134553,2031.872034253723,392199572.2318283,0.003482508129476611,0.005633823144712199,0.0027062232253297746,0.004462194703411547
1700661600000,2031.9908854863502,2033.9719277101503,2019.5427942223907,2024.5598337693693,299792856.3107311,0.004528118097510172,-0.0008134468454953543,0.0010548056257208161,-0.003605241573109638
1700665200000,2024.5895521300208,2034.356219798474,2016.6103031733735,2033.736986378919,306044174.82946587,-0.003649054509291096,0.00018891892469497765,-0.0014531121561836657,0.004522669809095119
1700668800000,2033.351524504883,2050.435791643113,2028.5384049630763,2033.182287842899,385196240.19434017,0.00431843924106398,0.007872936910718603,0.005897502031424793,-0.00027278561587178494
1700672400000,2033.4213796070692,2041.0477443102945,2030.9009668437259,2034.3412701139468,175847006.67250237,3.4354070827305436e-05,-0.004589075686625078,0.0011639844476075086,0.0005698712181497572
1700676000000,2034.658829930561,2062.5116495719244,2033.4172912224017,2062.5116495719244,460746638.54971355,0.0006083706799867554,0.010461211327229608,0.0012382518003841271,0.013752421185407673
1700679600000,2062.464779016444,2083.0187626914494,2059.684577491551,2077.2705110752154,491107746.9246692,0.013573608540614429,0.009893682283324169,0.012835080931395026,0.007130290174777649
1700683200000,2077.5732735585443,2081.1240299221968,2072.7643701072375,2077.511756791594,242711274.67505828,0.007298754949397181,-0.0009100230200426795,0.006330307505388387,0.00011612917409204097
1700686800000,2077.969094061274,2089.7826234660583,2073.364733313424,2083.0638445594377,428834761.69127184,0.000190502451381992,0.0041519059052192355,0.00028960179261539737,0.0026689052647873466
1700690400000,2081.961542786069,2088.1187069157636,2064.6574074992327,2065.290344855285,218478159.3633392,0.0019194790967166555,-0.0007965322810135528,-0.004208454362609411,-0.008568992736868236
1700694000000,2065.718401317129,2068.2373875207845,2059.4271546502046,2064.1622592171934,177270088.12437353,-0.00783243872569225,-0.009566779446530956,-0.002536444427508647,-0.000546360873613791
1700697600000,2064.150452600147,2066.4280414409714,2054.0486716679393,2054.7300030620922,174568671.20356238,-0.0007593213478584939,-0.0008752080314088881,-0.0026150565966259237,-0.004580004546079892
1700701200000,2055.2106070019017,2071.4746453236935,2054.444274170091,2068.169274857048,141923710.93084952,-0.004340410808292237,0.0024392097963206565,0.00019257791535205073,0.006519353730773576
1700704800000,2067.967502038238,2069.5796541550058,2059.0674618415455,2063.7925043541813,134097476.94007333,0.0061879139849735,-0.0009152216628511671,0.002247806698878499,-0.002118495946312184
1700708400000,2064.010223482035,2065.606521500993,2056.7312173409127,2060.5682756192396,117268288.46128453,-0.0019154409965334127,-0.0019216227312873566,-0.0011352570587885471,-0.0015635050199355601
1700712000000,2060.3887370643442,2066.728518863849,2058.1119889876745,2062.4229878452797,103311571.86368375,-0.0017561285331762569,0.0005430331178221156,0.0006711175271333704,0.0008996925933766378
1700715600000,2062.5983360043106,2069.6880207501567,2062.2024407046506,2064.584911618397,69493032.1695503,0.0010718438415394207,0.001430949887642649,0.0019855052960479247,0.0010476955816605268
1700719200000,2064.7917033006156,2064.7917033006156,2059.27443106801,2061.8930630728096,74998253.00700642,0.0010628351000948348,-0.0023685300523111634,-0.001420854815073601,-0.0013046714141836337
1700722800000,2062.1175078235165,2069.622711599568,2062.0370276120007,2066.5128411383844,110006142.44774245,-0.0012959799765796024,0.0023369744843352563,0.0013406397383258378,0.002238045435007068
1700726400000,2067.108622576034,2082.686991211137,2065.098735158987,2082.6414716245704,158718152.3409029,0.0024174588775800012,0.006292556988590249,0.0014836963379122874,0.007774457399170536
1700730000000,2082.0943297750505,2088.2616868480245,2076.4623080774045,2088.1284469883035,163291223.3709574,0.007223446301194423,0.002673108391726473,0.005487593357362229,0.002631158580468182
1700733600000,2088.772336547663,2089.0266173427844,2071.928282186842,2072.421280962348,166505014.13288936,0.0032022181543233377,0.0003662330428773438,-0.002185921309626165,-0.007550560227052205
1700737200000,2072.265196104615,2072.704127476697,2048.68885964593,2062.9749827249593,380251876.2099082,-0.007934188004300648,-0.007844127629038381,-0.011279703083177448,-0.004568517290630943
1700740800000,2063.04965496808,2070.1922053628036,2055.462374289671,2056.811487339781,205598479.35380474,-0.004457003504634059,-0.0012126407324252004,0.003300814423080508,-0.002992145359188032
1700744400000,2057.265547602556,2063.72259136363,2050.285436803631,2053.7388415193554,182888641.89997572,-0.002807606156647299,-0.003130020621717909,-0.002521801371046532,-0.0014950048761809406
1700748000000,2053.536694812709,2062.647177369201,2053.4782046716,2059.8323008265493,172760538.69640237,-0.0018141732891358833,-0.0005212397720272675,0.0015560196888019407,0.0029626149898650477
1700751600000,2059.9229411473707,2062.6347310865312,2042.0961909425484,2042.948806629999,300019362.49181694,0.0031050512370809223,-6.034148911984721e-06,-0.005558215738429321,-0.0082303145397534
1700755200000,2041.9325308341288,2053.5959150193194,2041.9325308341288,2050.6035273545417,145614696.71962994,-0.008771896422846221,-0.004391799863828364,-8.01464042770838e-05,0.0037398958274416586
1700758800000,2050.413570405042,2061.5069051017317,2050.413570405042,2058.39848161997,122553578.88055332,0.004144835995238465,0.0038448613188384116,0.004144835995238465,0.0037940909248425306
1700762400000,2058.7089967459315,2062.5055723671785,2057.9311312243476,2060.664087623846,77572139.8548064,0.004037571269606655,0.0004843182654871748,0.0036596584539799154,0.0011000591490240334
1700766000000,2061.0123058373333,2065.843401096375,2056.87103333403,2062.6235936208927,94305798.73922385,0.0011181869656819586,0.0016170287337430533,-0.0005152606960804146,0.0009504581276116527
1700769600000,2062.7640089691618,2067.524738598149,2062.43695173259,2066.2932207717963,93445492.06195009,0.0008495626840367381,0.0008135435981907823,0.0027023576804358572,0.0017775258170975616
1700773200000,2066.7340969735533,2076.27273955054,2065.2321112280483,2068.957891301238,140554298.84808186,0.0019227950349911436,0.004222220798439225,0.0013543527255115973,0.0012887589295239423
1700776800000,2069.1412797337457,2070.5037110579474,2062.4466967210446,2065.861350081005,61929645.08257335,0.0011640500802141869,-0.002782417756644426,-0.001349627749349588,-0.0014977882312882404
1700780400000,2066.183664625389,2070.7328513671455,2060.789788245383,2062.4565094314917,82608348.32385023,-0.0014304150955227093,0.0001106627481806501,-0.0008036932011486367,-0.0016495054583445918
1700784000000,2063.2397250967056,2067.3025882493225,2060.29052161376,2064.6298876524243,77956626.90928517,-0.001425835885351607,-0.0016579190553621549,-0.00024229891024983574,0.0010532265199859063
1700787600000,2065.020510398647,2076.061744845961,2064.922541850468,2068.8355068996793,153820852.89998403,0.0008627292422522639,0.004228047036642586,0.00224571294240592,0.002034912741275891
1700791200000,2069.1913462557463,2075.277575208902,2065.5105470680146,2070.8618239136754,90167484.02427265,0.0020177182092916772,-0.0003777911589147653,0.0002847184345372917,0.0009789687573269641
1700794800000,2070.8634132671596,2072.6182042177606,2064.1743155317927,2064.378981995154,165188390.449972,0.0008077512011069102,-0.0012822749157373713,-0.0006471348915536176,-0.0031354146149026305
1700798400000,2064.2819058233954,2072.406743046572,2060.6140336831886,2068.3336527308147,160777309.3561602,-0.0031832075989249105,-0.00010203131419593321,-0.001726286263118108,0.0019138383392645144
1700802000000,2068.254449031843,2072.899303784797,2064.819260901564,2072.899303784797,59545599.93490155,0.0019225696235747453,0.00023764746678708312,0.00203868460575434,0.0022049727468784067
1700805600000,2073.0241833157493,2073.6776315650013,2068.088213158838,2069.9532171699257,73207507.90108171,0.0023035090446358562,0.00037540737889583557,0.0015819144074677416,-0.0014222505370786607
1700809200000,2070.4873669748063,2081.35146734815,2066.1619734987867,2080.982871945405,168433133.90998906,-0.0012244766918670204,0.0036937621015589797,-0.0009318448146426279,0.00531431007217007
1700812800000,2080.90803392432,2084.362861107466,2076.5283966153866,2079.3657930517743,187731778.55498362,0.005020330674297423,0.0014457997099390364,0.005004692037156622,-0.0007773766601204517
1700816400000,2079.4726487901935,2111.3801107187523,2078.100096970829,2108.4561934409426,503809726.8807839,-0.0006900258897189213,0.012878588231294197,0.0007566021524402771,0.013893077783530012
1700820000000,2109.917043451403,2124.8194330416927,2101.9660720178817,2102.693642791972,549992562.9050548,0.0145343034827708,0.0063450115000851705,0.01141907013698707,-0.002736807983528722
1700823600000,2103.27749110723,2111.515340897677,2097.258068116629,2098.244407591644,386441916.64645934,-0.003151792677049085,-0.006280965311625099,-0.002242321779831451,-0.002118211128344084
1700827200000,2098.140491269806,2108.1246325200163,2097.5437694199063,2103.5644215279067,217413977.66541094,-0.002445366025865763,-0.001607108250378505,0.00013621682967827168,0.0025322507498124146
1700830800000,2099.525990966471,2107.889403109437,2099.435221220258,2104.7871528435653,177892478.78413403,0.0006601285513471838,-0.00011158853307201699,0.0009013397172696129,0.0005810975287863849
1700834400000,2104.3880225556622,2114.193784782104,2098.638096891342,2113.588089654354,240642975.21773058,0.002313098574985218,0.0029863866141806557,-0.00037975722580024264,0.004172672687669349
1700838000000,2113.7741722472238,2131.8316026453654,2113.7249131604735,2116.776581244589,609697011.6367389,0.00445035764376867,0.008307966959228509,0.007163143699902481,0.001507431364463535
1700841600000,2116.840006890156,2126.3918086309145,2091.8521467196215,2097.881680452294,485312102.77843136,0.0014493570199497227,-0.0025549608126308157,-0.010401884615145972,-0.008966339004126425
1700845200000,2097.8570268560484,2109.389778512639,2097.311663633711,2104.9240821259204,230923836.30922955,-0.009008053602183133,-0.008027855581526699,0.002606496309126046,0.0033512889543993235
1700848800000,2104.9244258858744,2105.1231775689625,2090.0101324079005,2092.0728304134095,217026019.99540254,0.003363203997633276,-0.0020247190817590495,-0.0034874504429069663,-0.0061240416157624725
1700852400000,2092.1373197084845,2092.5223023664375,2081.5239742728936,2088.877925426164,198096730.3682276,-0.006093379853396916,-0.006003800517821143,-0.004068608633820581,-0.0015283153501186445
1700856000000,2088.8160036693166,2093.957738583527,2082.5066022033193,2092.026676872815,145817917.92716637,-0.0015887844139495192,0.0006857485330397112,0.0004719600063536976,0.001506253952909538
1700859600000,2092.3123468803997,2097.357389395313,2087.8183122372025,2088.189155438871,141370178.40165544,0.0016724404193807266,0.0016222361972496751,0.0025473856427224973,-0.001836040370126111
1700863200000,2087.97739027258,2088.1030763941935,2068.9696631529055,2076.005559527107,314035564.0572715,-0.0020739989016468,-0.004422131403519495,-0.009068914931424726,-0.005851614302870092
1700866800000,2075.6841102484973,2082.407188983682,2069.325249148853,2082.407188983682,131943421.50347887,-0.005905050515926357,-0.0027315079400614213,0.0001718514530056453,0.0030788836514125516
1700870400000,2082.1030331341603,2085.6692112400583,2074.7220201417827,2075.0558007862896,134285282.705621,0.0030876655124303432,0.0015652414251294197,0.0026045909677957007,-0.003536481684759231
1700874000000,2076.238912422743,2087.8725011007996,2076.238912422743,2087.867613340916,104845276.69072431,-0.0028204148073866903,0.0010558370886341814,0.0007308632257085437,0.00615521917166284
1700877600000,2087.754837479574,2088.7072767209283,2080.311546682229,2087.5943884751537,102372872.95291902,0.0055312063891408,0.0003997412599072153,0.0019596228184115064,-0.00013087168128142558
1700881200000,2087.7829915315597,2091.087371373766,2085.9116497706705,2088.3605315961786,92342565.97395504,1.3485233825808442e-05,0.0011388573413147075,0.0026883372287610607,0.000366930747234999
