time,opening_price,closing_price,high,low,volume,opening_price_log_return,closing_price_log_return,high_log_return,low_log_return
1700272800000,0.609914176534218,0.6108776267124073,0.6087475536989114,0.6088540453406301,10075934.728257183,,,,
1700276400000,0.6089214497269565,0.6089241196675846,0.6026295123926784,0.6027101849141457,22574871.71211207,-0.0016289760577947977,-0.0032029937991695785,-0.010101055231632716,-0.010142117004436187
1700280000000,0.6027859396210025,0.6060099483452503,0.6022016852963961,0.6031998355082984,16406975.177982984,-0.010127135639159875,-0.004797259354032323,-0.0007101859830399986,0.0008120848367952966
1700283600000,0.6036580162784592,0.6036580162784592,0.597775363943632,0.5997905486558788,25591614.02157841,0.0014456980037607537,-0.0038885629762662613,-0.007377376810689595,-0.005668035297206233
1700287200000,0.5997883661023535,0.6012514056520631,0.5939110841470648,0.5939110841470648,28907308.149648324,-0.006430969537648821,-0.003994680069517184,-0.006485419629072122,-0.009850890528184312
1700290800000,0.5940699122660807,0.6006602888501968,0.5913022078387682,0.6006316961620387,35165274.124160886,-0.009579859977464087,-0.000983627752737736,-0.004402381477630302,0.01125231014941717
1700294400000,0.6006444648989154,0.6028959747883856,0.5989029034901797,0.6027704063617846,15902871.57868595,0.011006177085075472,0.003715137509046211,0.012772250604790904,0.0035544436011500195
1700298000000,0.6026194385986738,0.605035208535076,0.6012409949669033,0.6042639585901765,13204503.902822707,0.0032826971166679004,0.003541983206873812,0.0038963568247532866,0.0024747480834279977
1700301600000,0.6044203749502433,0.6071786887719295,0.6033454506272684,0.607117398358094,14961606.587139012,0.0029840568102856057,0.003536475659281709,0.0034940751808941236,0.004711059864023366
1700305200000,0.6070746450489699,0.6084202314919867,0.6034498068661791,0.6034540629801064,19688691.404322788,0.004381816353861327,0.002042685512568526,0.000172947711756053,-0.0060522599074268974
1700308800000,0.6034117233997661,0.6052055610080512,0.6021516942151092,0.6035878167431418,16624196.329796918,-0.006052001781663872,-0.005297642851880527,-0.002153469702160644,0.00022162240735762456
1700312400000,0.603610568134071,0.6050204555977688,0.5989430239679705,0.6011138715376508,22443491.255643792,0.0003294798074541576,-0.00030590221857068676,-0.005342922305244204,-0.00410715566724703
1700316000000,0.6011272112000903,0.6055782749674347,0.6010378688861322,0.6051721425264766,20365115.748772576,-0.004122657218695383,0.0009215595474542748,0.003491467337037645,0.006728563960012947
1700319600000,0.6051771435498132,0.6089624247842532,0.6050350925653248,0.607587624671738,20889842.139421232,0.006714636401917802,0.005572738032606126,0.0066285182447958745,0.0039834522955718
1700323200000,0.6076130354626746,0.6103025458672,0.607040951786419,0.607975260960682,20028710.007617947,0.004017010082290928,0.0021982450982484434,0.0033097940703959126,0.0006377889727726946
